"1;1-KAL150A - KALANCHOE POT 15 FLEURISTE;213;Client;;non;;;;;15;4;60;1,93;;;3;2;3;;3,4;58;;;;;;"
"1;4-AZA14A - AZALEE POT 14 FLEURISTE;30;Client;;non ;;;;;15;3;45;1,93;;;;2;;;0,5;43;;;;;;"
